id,plate,state,license_type,summons_number,issue_date,summons_image,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date
1676,EHZ1607,NY,PAS,4650145284,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkVrMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:17A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1677,7K61J,NY,OMT,4650145144,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkVVd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:14A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1678,TPY7983,NC,PAS,8685400624,07/31/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVVWGROUkZsNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:23P,NO STANDING-DAY/TIME LIMITS,115,30,0,0,145,0,052,BX,TRAFFIC,,
1679,AD53887,IL,PAS,8665692861,10/05/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZOYW1jeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:15A,NO PARKING-STREET CLEANING,45,10,0,0,55,0,070,K,TRAFFIC,,
1680,FSL3024,NY,PAS,4650145429,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkZGNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:20A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1681,L48JYL,NJ,PAS,8665692885,10/05/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZOYW1jMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:27A,NO PARKING-STREET CLEANING,45,0,0,0,45,0,070,K,TRAFFIC,,
1682,HXX3317,NY,PAS,4650145302,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkUxM1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:18A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1683,48665KA,NY,COM,8711503774,02/22/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROZW1NelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:45A,NO STD(EXC TRKS/GMTDST NO-TRK),115,0,0,90,25,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1684,16960MD,NY,COM,8641883204,10/10/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaelJOZWtsM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:09A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,018,NY,TRAFFIC,HEARING HELD-GUILTY,
1685,EUH4751,NY,PAS,8857867572,12/22/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaekpPZWxVelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:15P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,105,Q,TRAFFIC,,
1686,YPN55R,NJ,PAS,8671044543,05/14/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wMVVRVEJPUkZVd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:36A,NO PARKING-STREET CLEANING,45,10,0,0,55,0,090,K,TRAFFIC,,
1687,P52276,IN,PAS,8528275498,05/05/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVTVE5PVkZFMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1688,FDW1214,NY,PAS,8671044385,05/13/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wMVVRVEJPUkUwMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:13A,NO PARKING-STREET CLEANING,45,10,0,0,55,0,088,K,TRAFFIC,,
1689,HMD1562,NY,PAS,8857873444,01/13/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5OZWxFd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:03P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,104,Q,TRAFFIC,HEARING HELD-GUILTY,
1690,75455MJ,NY,COM,8857873640,01/13/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5OZWxrd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:05P,NO STANDING-BUS STOP,115,0,0,0,115,0,104,Q,TRAFFIC,,
1691,HLM7313,NY,PAS,8857874515,01/21/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5PUkZWNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:41P,FIRE HYDRANT,115,0,0,0,115,0,103,Q,TRAFFIC,,
1692,JCM4600,NY,PAS,8857875271,01/22/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5PVkVrelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:18P,NO STANDING-BUS STOP,115,0,0,0,115,0,106,Q,TRAFFIC,,
1693,HFS7005,NY,PAS,8710563660,12/12/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWVEpOZWxreVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:19P,DOUBLE PARKING,115,60,1.29,0.04,176.25,0,032,NY,TRAFFIC,,03/28/2019
1694,0573XF,FL,PAS,8711503890,02/22/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROZW1jMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:27P,DOUBLE PARKING-MIDTOWN COMML,115,0,0,115,0,0,014,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
1695,JBA5443,PA,PAS,8665693488,10/09/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZOZWxFMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:30P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,084,K,TRAFFIC,,
1696,BBW2955,NY,PAS,4650145673,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkZrelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:27A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1697,DHD7403,NY,PAS,4650145510,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkZWNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:23A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1698,1J80A,NY,OMT,8704207580,12/13/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVTWGRPZWxVMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:53P,DOUBLE PARKING,115,0,0,0,115,0,025,NY,TRAFFIC,,
1699,JCR5183,NY,PAS,4650145521,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkZWNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:23A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1700,HAX9960,NY,PAS,4703832495,08/18/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamQwMTZaM3BOYWxFMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:47P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,MN,DEPARTMENT OF TRANSPORTATION,,
1701,98923MC,NY,COM,8499944991,02/26/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VOVVhekJPUkdzMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:23A,NO PARKING-DAY/TIME LIMITS,65,0,0,40,25,0,005,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1702,HNN1048,NY,999,8528302430,03/07/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGROYWxGNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1703,HNN7123,NY,999,8528302570,03/07/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGROYWxVelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1704,HYA5189,NY,PAS,4650145594,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkZVMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:25A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
1705,FRM9393,NY,PAS,8685401161,08/02/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVVWGROVkVVeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:58P,FIRE HYDRANT,115,0,0,0,115,0,049,BX,TRAFFIC,HEARING HELD-GUILTY,
1706,T701528C,NY,OMT,8665694006,10/11/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPUkVGM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:44A,FIRE HYDRANT,115,0,0,0,115,0,062,K,TRAFFIC,HEARING HELD-GUILTY,
1707,T756112C,NY,OMT,8665694067,10/11/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPUkVFeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:04A,FIRE HYDRANT,115,0,0,0,115,0,062,K,TRAFFIC,HEARING HELD-GUILTY,
1708,JCY4567,NY,PAS,8665694080,10/11/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPUkVFMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:12A,FIRE HYDRANT,115,10,0,0,125,0,062,K,TRAFFIC,,
1709,HSZ5806,NY,PAS,8671044610,05/14/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wMVVRVEJPUkZsNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:53A,INSP. STICKER-EXPIRED/MISSING,65,30,0,0,95,0,090,K,TRAFFIC,,
1710,JDF6017,NY,PAS,8671044580,05/14/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wMVVRVEJPUkZVMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:42A,NO STANDING-EXC. TRUCK LOADING,95,10,0,0,105,0,090,K,TRAFFIC,,
1711,GSX4390,NY,PAS,8671044592,05/14/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wMVVRVEJPUkZVMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:46A,NO PARKING-STREET CLEANING,45,30,0,0,75,0,090,K,TRAFFIC,,
1712,GHL3309,NY,PAS,8671044919,05/20/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wMVVRVEJPUkd0NFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:52A,NO PARKING-STREET CLEANING,45,30,0,0,75,0,090,K,TRAFFIC,,
1713,DKD5018,NY,PAS,4650145740,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkdNd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:27A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
1714,G81KVZ,NJ,PAS,4706919022,09/10/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamQwNXFhM2hQVkVGNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:09P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
1715,GXR9801,NY,PAS,4650145715,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkdONFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:27A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1716,JLA2178,NY,PAS,8857875556,01/25/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5PVkZVeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:19P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,106,Q,TRAFFIC,,
1717,61164MA,NY,COM,8641884105,10/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaelJPUkVWM1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:25P,NO STANDING-DAY/TIME LIMITS,115,10,0,0,125,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1718,88255,NY,MED,8857876573,02/09/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5PYWxVelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:27P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,102,Q,TRAFFIC,,
1719,1AUVD1,PA,PAS,8528304279,03/17/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGRPUkVrelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1720,FDY1867,NY,PAS,8712415315,03/04/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMXFVWGhPVkUxNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:02P,FRONT OR BACK PLATE MISSING,65,10,0,75,0,0,040,BX,TRAFFIC,HEARING HELD-NOT GUILTY,
1721,BYK5831,NY,PAS,4650145727,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkdONVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:27A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1722,HXE2219,NY,PAS,4650145764,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkdNeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:28A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1723,HSJ6542,NY,PAS,4650145831,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkdkNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:30A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1724,BXL7891,NY,PAS,4650145855,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkdjeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:30A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1725,GEJ8641,NY,PAS,4650145892,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkdjMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:31A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1726,FTH7158,NY,PAS,8704207622,12/14/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVTWGRPZWxsNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:00P,NO PARKING-DAY/TIME LIMITS,60,10,0,0,70,0,026,NY,TRAFFIC,,
1727,XAAT82,NJ,PAS,8641884671,10/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaelJPUkZrelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:25A,DOUBLE PARKING-MIDTOWN COMML,115,0,0,0,115,0,018,NY,TRAFFIC,HEARING HELD-GUILTY,
1728,HNX4969,NY,PAS,8857876895,02/19/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5PYW1jMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:39P,NO STANDING-BUS STOP,115,0,0,0,115,0,106,Q,TRAFFIC,,
1729,2434549,IN,PAS,8641884336,10/18/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaelJPUkUxNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:49P,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,95,0,014,NY,TRAFFIC,HEARING HELD-GUILTY,
1730,23703TC,NY,TRC,8499945041,02/28/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VOVVhekJPVkVFd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:36A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,001,NY,TRAFFIC,,
1731,HES4171,NY,999,8528305685,03/24/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGRPVkZrMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1732,HFL5084,NY,PAS,8675376972,01/23/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wNVVUVE5PYW1zelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:48P,FAIL TO DSPLY MUNI METER RECPT,35,10,0,45,0,0,070,K,TRAFFIC,HEARING HELD-NOT GUILTY,
1733,HUJ3938,NY,PAS,8857876901,02/19/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5PYW10M1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:45P,NO STANDING-BUS STOP,115,0,0,0,115,0,106,Q,TRAFFIC,,
1734,FTM3741,NY,PAS,4650146112,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWtWNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:38A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1735,FZJ2586,NY,PAS,4650145910,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPVkd0NFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:31A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1736,RDN7904,GA,PAS,8665694353,10/11/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPUkUweFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:04P,DOUBLE PARKING,115,10,0,0,125,0,071,K,TRAFFIC,,
1737,FZV4474,NY,PAS,4650146173,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWtVelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:39A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
1738,HFP9268,NY,PAS,4650146203,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWtsM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:39A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1739,JEA1400,NY,PAS,4650146227,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWtsNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:40A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1740,T765746C,NY,OMT,8641885055,10/23/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaelJPVkVFeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:22A,NO STANDING-DAY/TIME LIMITS,115,30,0,145,0,0,018,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
1741,HVW7615,NY,PAS,4650146161,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWtVeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:39A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1742,KDE7864,NY,PAS,8857877504,03/01/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5PZWxWM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:51P,DOUBLE PARKING,115,0,0,0,115,0,102,Q,TRAFFIC,HEARING HELD-GUILTY,
1743,UJV4646,VA,PAS,8857878594,03/08/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5QUkZVMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:08P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,100,Q,TRAFFIC,,
1744,26774MH,NY,COM,8685402736,08/09/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVVWGROYW1ONlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:26P,NGHT PKG ON RESID STR-COMM VEH,65,0,0,0,65,0,046,BX,TRAFFIC,,
1745,AH93019,AZ,PAS,8685402621,08/09/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVVWGROYWxsNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:31P,NGHT PKG ON RESID STR-COMM VEH,65,0,0,0,65,0,046,BX,TRAFFIC,HEARING HELD-GUILTY,
1746,HMM3646,NY,PAS,8685403145,08/11/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVVWGROZWtVd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:28P,DOUBLE PARKING,115,10,0,0,125,0,043,BX,TRAFFIC,,
1747,JBB2830,NY,PAS,4650146409,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWxGM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:44A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1748,GWF4364,NY,PAS,4650146380,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWswMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:42A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1749,71777ML,NY,COM,8641885419,10/26/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaelJPVkZGNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:47A,NO STANDING-DAY/TIME LIMITS,115,10,0,0,125,0,018,NY,TRAFFIC,,
1750,JLP1950,NY,PAS,8857878983,03/09/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5QUkdzMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:49P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,35,0,0,106,Q,TRAFFIC,HEARING HELD-NOT GUILTY,
1751,AH33351,CT,999,8528308250,04/05/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGRQUkVreFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1752,HLX2272,NY,999,8528308388,04/05/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGRQUkUwMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1753,HMA7689,NY,999,8528309514,04/13/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGRQVkZWNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1754,JPG2163,NY,PAS,8857879719,03/11/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5QVkdONFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:04P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,102,Q,TRAFFIC,,
